<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;29.10.2018;21:41:00;109870;109920;109860;109920;448
SPFB.RTS-12.18;1;29.10.2018;21:42:00;109900;109990;109900;109950;451
SPFB.RTS-12.18;1;29.10.2018;21:43:00;109940;110040;109940;110010;678
SPFB.RTS-12.18;1;29.10.2018;21:44:00;110020;110070;109990;110000;546
SPFB.RTS-12.18;1;29.10.2018;21:45:00;110000;110030;109960;109990;221
SPFB.RTS-12.18;1;29.10.2018;21:46:00;109970;110060;109940;110050;327
SPFB.RTS-12.18;1;29.10.2018;21:47:00;110050;110050;110010;110020;167
SPFB.RTS-12.18;1;29.10.2018;21:48:00;110040;110040;109940;109950;338
SPFB.RTS-12.18;1;29.10.2018;21:49:00;109940;109970;109890;109910;330
SPFB.RTS-12.18;1;29.10.2018;21:50:00;109900;109920;109870;109890;321
SPFB.RTS-12.18;1;29.10.2018;21:51:00;109890;109910;109860;109910;401
SPFB.RTS-12.18;1;29.10.2018;21:52:00;109910;109910;109790;109840;1032
SPFB.RTS-12.18;1;29.10.2018;21:53:00;109830;109830;109790;109810;296
SPFB.RTS-12.18;1;29.10.2018;21:54:00;109800;109810;109720;109780;842
SPFB.RTS-12.18;1;29.10.2018;21:55:00;109770;109790;109740;109750;381
SPFB.RTS-12.18;1;29.10.2018;21:56:00;109750;109810;109730;109800;705
SPFB.RTS-12.18;1;29.10.2018;21:57:00;109810;109870;109790;109870;314
SPFB.RTS-12.18;1;29.10.2018;21:58:00;109860;109870;109830;109830;189
SPFB.RTS-12.18;1;29.10.2018;21:59:00;109820;109860;109800;109810;262
SPFB.RTS-12.18;1;29.10.2018;22:00:00;109810;109820;109760;109810;514
SPFB.RTS-12.18;1;29.10.2018;22:01:00;109790;109840;109650;109680;1365
SPFB.RTS-12.18;1;29.10.2018;22:02:00;109670;109740;109650;109730;599
SPFB.RTS-12.18;1;29.10.2018;22:03:00;109720;109770;109670;109690;289
SPFB.RTS-12.18;1;29.10.2018;22:04:00;109700;109740;109640;109650;686
SPFB.RTS-12.18;1;29.10.2018;22:05:00;109660;109680;109630;109650;673
SPFB.RTS-12.18;1;29.10.2018;22:06:00;109660;109680;109560;109560;1587
SPFB.RTS-12.18;1;29.10.2018;22:07:00;109580;109620;109550;109580;1400
SPFB.RTS-12.18;1;29.10.2018;22:08:00;109580;109670;109570;109620;639
SPFB.RTS-12.18;1;29.10.2018;22:09:00;109620;109630;109530;109550;1015
SPFB.RTS-12.18;1;29.10.2018;22:10:00;109550;109570;109520;109540;515
SPFB.RTS-12.18;1;29.10.2018;22:11:00;109540;109640;109530;109550;589
SPFB.RTS-12.18;1;29.10.2018;22:12:00;109540;109590;109530;109550;231
SPFB.RTS-12.18;1;29.10.2018;22:13:00;109540;109580;109520;109540;380
SPFB.RTS-12.18;1;29.10.2018;22:14:00;109540;109540;109430;109460;1567
SPFB.RTS-12.18;1;29.10.2018;22:15:00;109450;109500;109450;109470;503
SPFB.RTS-12.18;1;29.10.2018;22:16:00;109470;109470;109320;109400;1824
SPFB.RTS-12.18;1;29.10.2018;22:17:00;109390;109470;109350;109470;1010
SPFB.RTS-12.18;1;29.10.2018;22:18:00;109460;109570;109430;109560;781
SPFB.RTS-12.18;1;29.10.2018;22:19:00;109560;109570;109470;109540;610
SPFB.RTS-12.18;1;29.10.2018;22:20:00;109550;109560;109500;109550;152
SPFB.RTS-12.18;1;29.10.2018;22:21:00;109560;109560;109470;109500;405
SPFB.RTS-12.18;1;29.10.2018;22:22:00;109510;109510;109420;109490;410
SPFB.RTS-12.18;1;29.10.2018;22:23:00;109490;109590;109490;109540;313
SPFB.RTS-12.18;1;29.10.2018;22:24:00;109540;109590;109530;109590;124
SPFB.RTS-12.18;1;29.10.2018;22:25:00;109580;109600;109550;109560;267
SPFB.RTS-12.18;1;29.10.2018;22:26:00;109570;109610;109500;109580;346
SPFB.RTS-12.18;1;29.10.2018;22:27:00;109580;109630;109580;109600;167
SPFB.RTS-12.18;1;29.10.2018;22:28:00;109610;109610;109500;109510;311
SPFB.RTS-12.18;1;29.10.2018;22:29:00;109510;109570;109450;109550;316
SPFB.RTS-12.18;1;29.10.2018;22:30:00;109560;109560;109460;109490;293
SPFB.RTS-12.18;1;29.10.2018;22:31:00;109460;109480;109380;109430;922
SPFB.RTS-12.18;1;29.10.2018;22:32:00;109430;109460;109330;109360;539
SPFB.RTS-12.18;1;29.10.2018;22:33:00;109370;109390;109250;109340;1396
SPFB.RTS-12.18;1;29.10.2018;22:34:00;109330;109450;109310;109340;634
SPFB.RTS-12.18;1;29.10.2018;22:35:00;109330;109430;109290;109410;370
SPFB.RTS-12.18;1;29.10.2018;22:36:00;109400;109400;109290;109330;470
SPFB.RTS-12.18;1;29.10.2018;22:37:00;109330;109350;109290;109330;369
SPFB.RTS-12.18;1;29.10.2018;22:38:00;109320;109350;109250;109260;634
SPFB.RTS-12.18;1;29.10.2018;22:39:00;109270;109320;109240;109270;393
SPFB.RTS-12.18;1;29.10.2018;22:40:00;109290;109330;109250;109290;538
SPFB.RTS-12.18;1;29.10.2018;22:41:00;109300;109300;109190;109190;1151
SPFB.RTS-12.18;1;29.10.2018;22:42:00;109200;109210;109080;109100;2180
SPFB.RTS-12.18;1;29.10.2018;22:43:00;109100;109120;109040;109050;1192
SPFB.RTS-12.18;1;29.10.2018;22:44:00;109040;109110;108980;109000;2013
SPFB.RTS-12.18;1;29.10.2018;22:45:00;109020;109050;108940;109020;1272
SPFB.RTS-12.18;1;29.10.2018;22:46:00;109020;109280;108990;109250;2419
SPFB.RTS-12.18;1;29.10.2018;22:47:00;109260;109370;109260;109290;1637
SPFB.RTS-12.18;1;29.10.2018;22:48:00;109290;109370;109290;109330;1029
SPFB.RTS-12.18;1;29.10.2018;22:49:00;109320;109400;109300;109360;929
SPFB.RTS-12.18;1;29.10.2018;22:50:00;109370;109410;109350;109370;998
SPFB.RTS-12.18;1;29.10.2018;22:51:00;109370;109530;109360;109470;1934
SPFB.RTS-12.18;1;29.10.2018;22:52:00;109490;109520;109470;109470;563
SPFB.RTS-12.18;1;29.10.2018;22:53:00;109470;109530;109460;109520;769
SPFB.RTS-12.18;1;29.10.2018;22:54:00;109520;109540;109460;109470;659
SPFB.RTS-12.18;1;29.10.2018;22:55:00;109480;109520;109420;109500;420
SPFB.RTS-12.18;1;29.10.2018;22:56:00;109510;109540;109440;109480;432
SPFB.RTS-12.18;1;29.10.2018;22:57:00;109470;109590;109450;109570;867
SPFB.RTS-12.18;1;29.10.2018;22:58:00;109580;109600;109550;109550;520
SPFB.RTS-12.18;1;29.10.2018;22:59:00;109560;109570;109530;109540;246
SPFB.RTS-12.18;1;29.10.2018;23:00:00;109540;109600;109540;109600;535
SPFB.RTS-12.18;1;29.10.2018;23:01:00;109580;109600;109540;109570;503
SPFB.RTS-12.18;1;29.10.2018;23:02:00;109550;109560;109530;109530;112
SPFB.RTS-12.18;1;29.10.2018;23:03:00;109530;109550;109520;109530;64
SPFB.RTS-12.18;1;29.10.2018;23:04:00;109540;109540;109520;109520;66
SPFB.RTS-12.18;1;29.10.2018;23:05:00;109520;109560;109520;109530;160
SPFB.RTS-12.18;1;29.10.2018;23:06:00;109530;109540;109520;109530;89
SPFB.RTS-12.18;1;29.10.2018;23:07:00;109510;109540;109510;109510;142
SPFB.RTS-12.18;1;29.10.2018;23:08:00;109510;109540;109490;109520;213
SPFB.RTS-12.18;1;29.10.2018;23:09:00;109540;109550;109520;109540;115
SPFB.RTS-12.18;1;29.10.2018;23:10:00;109540;109540;109480;109500;177
SPFB.RTS-12.18;1;29.10.2018;23:11:00;109500;109500;109490;109490;29
SPFB.RTS-12.18;1;29.10.2018;23:12:00;109490;109510;109490;109500;130
SPFB.RTS-12.18;1;29.10.2018;23:13:00;109500;109500;109460;109490;250
SPFB.RTS-12.18;1;29.10.2018;23:14:00;109480;109540;109470;109530;127
SPFB.RTS-12.18;1;29.10.2018;23:15:00;109540;109590;109520;109580;438
SPFB.RTS-12.18;1;29.10.2018;23:16:00;109590;109590;109570;109580;80
SPFB.RTS-12.18;1;29.10.2018;23:17:00;109580;109640;109580;109630;552
SPFB.RTS-12.18;1;29.10.2018;23:18:00;109630;109660;109630;109640;279
SPFB.RTS-12.18;1;29.10.2018;23:19:00;109650;109690;109630;109690;318
SPFB.RTS-12.18;1;29.10.2018;23:20:00;109680;109700;109640;109680;266
SPFB.RTS-12.18;1;29.10.2018;23:21:00;109660;109680;109650;109650;79
SPFB.RTS-12.18;1;29.10.2018;23:22:00;109650;109670;109650;109650;79
SPFB.RTS-12.18;1;29.10.2018;23:23:00;109650;109660;109650;109660;36
SPFB.RTS-12.18;1;29.10.2018;23:24:00;109660;109670;109650;109650;86
SPFB.RTS-12.18;1;29.10.2018;23:25:00;109650;109660;109630;109630;71
SPFB.RTS-12.18;1;29.10.2018;23:26:00;109630;109640;109630;109630;10
SPFB.RTS-12.18;1;29.10.2018;23:27:00;109640;109670;109640;109660;168
SPFB.RTS-12.18;1;29.10.2018;23:28:00;109660;109710;109660;109710;177
SPFB.RTS-12.18;1;29.10.2018;23:29:00;109700;109740;109690;109730;193
SPFB.RTS-12.18;1;29.10.2018;23:30:00;109740;109740;109700;109710;255
SPFB.RTS-12.18;1;29.10.2018;23:31:00;109700;109730;109700;109720;119
SPFB.RTS-12.18;1;29.10.2018;23:32:00;109710;109730;109700;109730;77
SPFB.RTS-12.18;1;29.10.2018;23:33:00;109720;109720;109640;109650;317
SPFB.RTS-12.18;1;29.10.2018;23:34:00;109650;109660;109640;109660;40
SPFB.RTS-12.18;1;29.10.2018;23:35:00;109650;109660;109590;109600;206
SPFB.RTS-12.18;1;29.10.2018;23:36:00;109610;109650;109610;109650;124
SPFB.RTS-12.18;1;29.10.2018;23:37:00;109650;109660;109640;109660;40
SPFB.RTS-12.18;1;29.10.2018;23:38:00;109660;109670;109650;109650;28
SPFB.RTS-12.18;1;29.10.2018;23:39:00;109660;109670;109650;109660;90
SPFB.RTS-12.18;1;29.10.2018;23:40:00;109660;109670;109640;109640;146
SPFB.RTS-12.18;1;29.10.2018;23:41:00;109660;109670;109620;109620;98
SPFB.RTS-12.18;1;29.10.2018;23:42:00;109630;109630;109610;109620;45
SPFB.RTS-12.18;1;29.10.2018;23:43:00;109630;109630;109590;109610;113
SPFB.RTS-12.18;1;29.10.2018;23:44:00;109620;109630;109610;109630;24
SPFB.RTS-12.18;1;29.10.2018;23:45:00;109630;109630;109610;109630;84
SPFB.RTS-12.18;1;29.10.2018;23:46:00;109630;109630;109610;109620;86
SPFB.RTS-12.18;1;29.10.2018;23:47:00;109630;109680;109620;109670;184
SPFB.RTS-12.18;1;29.10.2018;23:48:00;109680;109700;109670;109680;165
SPFB.RTS-12.18;1;29.10.2018;23:49:00;109680;109700;109660;109680;395
SPFB.RTS-12.18;1;29.10.2018;23:50:00;109690;109730;109680;109730;533
SPFB.RTS-12.18;1;27.11.2018;10:01:00;108380;109340;108130;109300;8790
SPFB.RTS-12.18;1;27.11.2018;10:02:00;109310;109480;109160;109190;6148
SPFB.RTS-12.18;1;27.11.2018;10:03:00;109180;109260;109050;109080;1684
SPFB.RTS-12.18;1;27.11.2018;10:04:00;109070;109080;108830;108950;2781
SPFB.RTS-12.18;1;27.11.2018;10:05:00;108940;109020;108830;109020;1865
SPFB.RTS-12.18;1;27.11.2018;10:06:00;109010;109130;109010;109090;1644
SPFB.RTS-12.18;1;27.11.2018;10:07:00;109090;109370;109090;109290;2109
SPFB.RTS-12.18;1;27.11.2018;10:08:00;109270;109310;109020;109190;2156
SPFB.RTS-12.18;1;27.11.2018;10:09:00;109180;109230;109130;109170;1039
SPFB.RTS-12.18;1;27.11.2018;10:10:00;109170;109200;109140;109180;422
SPFB.RTS-12.18;1;27.11.2018;10:11:00;109190;109200;109040;109070;1265
SPFB.RTS-12.18;1;27.11.2018;10:12:00;109070;109140;109050;109070;690
SPFB.RTS-12.18;1;27.11.2018;10:13:00;109080;109200;109080;109110;548
SPFB.RTS-12.18;1;27.11.2018;10:14:00;109110;109130;109000;109000;893
SPFB.RTS-12.18;1;27.11.2018;10:15:00;109000;109070;108960;109020;1405
SPFB.RTS-12.18;1;27.11.2018;10:16:00;109010;109100;109000;109080;916
SPFB.RTS-12.18;1;27.11.2018;10:17:00;109090;109110;109050;109100;523
SPFB.RTS-12.18;1;27.11.2018;10:18:00;109100;109140;109090;109140;373
SPFB.RTS-12.18;1;27.11.2018;10:19:00;109140;109210;109130;109190;831
SPFB.RTS-12.18;1;27.11.2018;10:20:00;109200;109240;109150;109200;1516
SPFB.RTS-12.18;1;27.11.2018;10:21:00;109200;109240;109180;109230;437
SPFB.RTS-12.18;1;27.11.2018;10:22:00;109230;109270;109210;109250;1026
SPFB.RTS-12.18;1;27.11.2018;10:23:00;109250;109280;109250;109280;417
SPFB.RTS-12.18;1;27.11.2018;10:24:00;109280;109300;109210;109260;1124
SPFB.RTS-12.18;1;27.11.2018;10:25:00;109260;109290;109190;109190;471
SPFB.RTS-12.18;1;27.11.2018;10:26:00;109190;109210;109060;109090;1268
SPFB.RTS-12.18;1;27.11.2018;10:27:00;109100;109170;109080;109150;625
SPFB.RTS-12.18;1;27.11.2018;10:28:00;109150;109230;109140;109150;1125
SPFB.RTS-12.18;1;27.11.2018;10:29:00;109160;109230;109150;109160;464
SPFB.RTS-12.18;1;27.11.2018;10:30:00;109170;109240;109140;109240;473
SPFB.RTS-12.18;1;27.11.2018;10:31:00;109240;109330;109210;109280;1611
SPFB.RTS-12.18;1;27.11.2018;10:32:00;109290;109460;109280;109410;2455
SPFB.RTS-12.18;1;27.11.2018;10:33:00;109420;109880;109420;109650;8194
SPFB.RTS-12.18;1;27.11.2018;10:34:00;109660;109790;109650;109740;2418
SPFB.RTS-12.18;1;27.11.2018;10:35:00;109740;109880;109720;109810;2263
SPFB.RTS-12.18;1;27.11.2018;10:36:00;109800;109840;109660;109680;1919
SPFB.RTS-12.18;1;27.11.2018;10:37:00;109660;109780;109590;109750;1952
SPFB.RTS-12.18;1;27.11.2018;10:38:00;109750;109760;109660;109660;523
SPFB.RTS-12.18;1;27.11.2018;10:39:00;109680;109760;109640;109660;775
SPFB.RTS-12.18;1;27.11.2018;10:40:00;109650;109740;109650;109710;491
SPFB.RTS-12.18;1;27.11.2018;10:41:00;109700;109720;109660;109670;451
SPFB.RTS-12.18;1;27.11.2018;10:42:00;109660;109720;109630;109670;780
SPFB.RTS-12.18;1;27.11.2018;10:43:00;109670;109700;109600;109620;932
SPFB.RTS-12.18;1;27.11.2018;10:44:00;109620;109650;109560;109580;1704
SPFB.RTS-12.18;1;27.11.2018;10:45:00;109570;109620;109560;109620;782
SPFB.RTS-12.18;1;27.11.2018;10:46:00;109610;109620;109570;109590;424
SPFB.RTS-12.18;1;27.11.2018;10:47:00;109590;109650;109570;109650;453
SPFB.RTS-12.18;1;27.11.2018;10:48:00;109630;109670;109600;109630;495
SPFB.RTS-12.18;1;27.11.2018;10:49:00;109630;109660;109590;109650;336
SPFB.RTS-12.18;1;27.11.2018;10:50:00;109640;109670;109580;109580;262
SPFB.RTS-12.18;1;27.11.2018;10:51:00;109590;109650;109580;109640;916
SPFB.RTS-12.18;1;27.11.2018;10:52:00;109630;109690;109630;109650;886
SPFB.RTS-12.18;1;27.11.2018;10:53:00;109660;109710;109610;109680;498
SPFB.RTS-12.18;1;27.11.2018;10:54:00;109680;109690;109640;109690;234
SPFB.RTS-12.18;1;27.11.2018;10:55:00;109690;109700;109630;109680;412
SPFB.RTS-12.18;1;27.11.2018;10:56:00;109680;109700;109630;109640;289
SPFB.RTS-12.18;1;27.11.2018;10:57:00;109640;109640;109540;109570;1318
SPFB.RTS-12.18;1;27.11.2018;10:58:00;109590;109600;109470;109530;1870
SPFB.RTS-12.18;1;27.11.2018;10:59:00;109530;109610;109500;109520;788
SPFB.RTS-12.18;1;27.11.2018;11:00:00;109520;109530;109440;109510;963
SPFB.RTS-12.18;1;27.11.2018;11:01:00;109520;109590;109330;109370;1929
SPFB.RTS-12.18;1;27.11.2018;11:02:00;109370;109510;109360;109470;1038
SPFB.RTS-12.18;1;27.11.2018;11:03:00;109470;109510;109440;109510;678
SPFB.RTS-12.18;1;27.11.2018;11:04:00;109520;109640;109490;109600;1205
SPFB.RTS-12.18;1;27.11.2018;11:05:00;109600;109620;109360;109440;2174
SPFB.RTS-12.18;1;27.11.2018;11:06:00;109430;109470;109400;109420;454
SPFB.RTS-12.18;1;27.11.2018;11:07:00;109420;109460;109180;109220;2508
SPFB.RTS-12.18;1;27.11.2018;11:08:00;109220;109370;109200;109330;1439
SPFB.RTS-12.18;1;27.11.2018;11:09:00;109330;109360;109280;109330;559
SPFB.RTS-12.18;1;27.11.2018;11:10:00;109340;109400;109330;109360;763
SPFB.RTS-12.18;1;27.11.2018;11:11:00;109360;109410;109320;109360;633
SPFB.RTS-12.18;1;27.11.2018;11:12:00;109370;109370;109280;109300;445
SPFB.RTS-12.18;1;27.11.2018;11:13:00;109300;109400;109270;109390;794
SPFB.RTS-12.18;1;27.11.2018;11:14:00;109400;109420;109270;109280;723
SPFB.RTS-12.18;1;27.11.2018;11:15:00;109290;109370;109280;109340;491
SPFB.RTS-12.18;1;27.11.2018;11:16:00;109340;109410;109200;109260;1959
SPFB.RTS-12.18;1;27.11.2018;11:17:00;109240;109240;109110;109150;1919
SPFB.RTS-12.18;1;27.11.2018;11:18:00;109150;109210;109070;109200;1402
SPFB.RTS-12.18;1;27.11.2018;11:19:00;109210;109210;109090;109150;782
SPFB.RTS-12.18;1;27.11.2018;11:20:00;109150;109200;109140;109160;433
SPFB.RTS-12.18;1;27.11.2018;11:21:00;109170;109190;109090;109160;659
SPFB.RTS-12.18;1;27.11.2018;11:22:00;109170;109170;108960;109020;2458
SPFB.RTS-12.18;1;27.11.2018;11:23:00;109020;109030;108900;108930;2204
SPFB.RTS-12.18;1;27.11.2018;11:24:00;108940;109020;108890;108980;845
SPFB.RTS-12.18;1;27.11.2018;11:25:00;108990;109020;108970;108980;462
SPFB.RTS-12.18;1;27.11.2018;11:26:00;108970;109030;108900;109030;705
SPFB.RTS-12.18;1;27.11.2018;11:27:00;109030;109120;108990;109080;1039
SPFB.RTS-12.18;1;27.11.2018;11:28:00;109080;109140;109060;109110;546
SPFB.RTS-12.18;1;27.11.2018;11:29:00;109120;109190;109120;109150;974
SPFB.RTS-12.18;1;27.11.2018;11:30:00;109160;109250;109130;109150;1498
SPFB.RTS-12.18;1;27.11.2018;11:31:00;109170;109200;109070;109070;711
SPFB.RTS-12.18;1;27.11.2018;11:32:00;109070;109100;109020;109050;655
SPFB.RTS-12.18;1;27.11.2018;11:33:00;109050;109090;109020;109040;520
SPFB.RTS-12.18;1;27.11.2018;11:34:00;109060;109090;108990;109000;552
SPFB.RTS-12.18;1;27.11.2018;11:35:00;109020;109040;108930;109000;1114
SPFB.RTS-12.18;1;27.11.2018;11:36:00;109010;109070;108810;108830;2418
SPFB.RTS-12.18;1;27.11.2018;11:37:00;108830;108880;108730;108860;1762
SPFB.RTS-12.18;1;27.11.2018;11:38:00;108870;108920;108820;108920;1149
SPFB.RTS-12.18;1;27.11.2018;11:39:00;108930;108930;108860;108930;708
SPFB.RTS-12.18;1;27.11.2018;11:40:00;108920;108930;108840;108900;494
SPFB.RTS-12.18;1;27.11.2018;11:41:00;108880;108900;108810;108880;530
SPFB.RTS-12.18;1;27.11.2018;11:42:00;108880;108900;108830;108840;643
SPFB.RTS-12.18;1;27.11.2018;11:43:00;108840;108940;108830;108930;453
SPFB.RTS-12.18;1;27.11.2018;11:44:00;108920;108940;108850;108930;584
SPFB.RTS-12.18;1;27.11.2018;11:45:00;108930;108930;108840;108900;405
SPFB.RTS-12.18;1;27.11.2018;11:46:00;108900;108930;108840;108900;635
SPFB.RTS-12.18;1;27.11.2018;11:47:00;108900;108940;108880;108910;361
SPFB.RTS-12.18;1;27.11.2018;11:48:00;108910;109030;108910;108910;1252
SPFB.RTS-12.18;1;27.11.2018;11:49:00;108910;108980;108900;108960;408
SPFB.RTS-12.18;1;27.11.2018;11:50:00;108970;109000;108880;108920;523
SPFB.RTS-12.18;1;27.11.2018;11:51:00;108920;108960;108860;108860;563
SPFB.RTS-12.18;1;27.11.2018;11:52:00;108860;108930;108860;108900;279
SPFB.RTS-12.18;1;27.11.2018;11:53:00;108900;108970;108880;108940;445
SPFB.RTS-12.18;1;27.11.2018;11:54:00;108910;108950;108860;108940;417
SPFB.RTS-12.18;1;27.11.2018;11:55:00;108950;109030;108900;109010;558
SPFB.RTS-12.18;1;27.11.2018;11:56:00;109000;109120;109000;109010;1155
SPFB.RTS-12.18;1;27.11.2018;11:57:00;109030;109060;108970;108990;336
SPFB.RTS-12.18;1;27.11.2018;11:58:00;108970;109000;108900;108960;849
SPFB.RTS-12.18;1;27.11.2018;11:59:00;108960;109000;108940;108940;213
SPFB.RTS-12.18;1;27.11.2018;12:00:00;108940;108990;108870;108970;650
SPFB.RTS-12.18;1;27.11.2018;12:01:00;108970;109000;108770;108810;1803
SPFB.RTS-12.18;1;27.11.2018;12:02:00;108810;108840;108770;108800;781
SPFB.RTS-12.18;1;27.11.2018;12:03:00;108790;108800;108670;108790;2324
SPFB.RTS-12.18;1;27.11.2018;12:04:00;108780;108850;108780;108810;689
SPFB.RTS-12.18;1;27.11.2018;12:05:00;108810;108820;108690;108780;744
SPFB.RTS-12.18;1;27.11.2018;12:06:00;108770;108850;108760;108830;716
SPFB.RTS-12.18;1;27.11.2018;12:07:00;108820;108820;108630;108710;1973
SPFB.RTS-12.18;1;27.11.2018;12:08:00;108730;108850;108720;108820;883
SPFB.RTS-12.18;1;27.11.2018;12:09:00;108820;108890;108820;108830;831
SPFB.RTS-12.18;1;27.11.2018;12:10:00;108820;108860;108810;108820;422
SPFB.RTS-12.18;1;27.11.2018;12:11:00;108830;108840;108700;108720;627
SPFB.RTS-12.18;1;27.11.2018;12:12:00;108720;108850;108710;108840;601
SPFB.RTS-12.18;1;27.11.2018;12:13:00;108840;108840;108770;108780;349
SPFB.RTS-12.18;1;27.11.2018;12:14:00;108790;108840;108780;108820;174
SPFB.RTS-12.18;1;27.11.2018;12:15:00;108810;108850;108800;108850;237
SPFB.RTS-12.18;1;27.11.2018;12:16:00;108840;108860;108800;108850;442
SPFB.RTS-12.18;1;27.11.2018;12:17:00;108850;108940;108830;108940;732
SPFB.RTS-12.18;1;27.11.2018;12:18:00;108930;109050;108930;108990;1684
SPFB.RTS-12.18;1;27.11.2018;12:19:00;108990;109040;108970;109010;366
SPFB.RTS-12.18;1;27.11.2018;12:20:00;109020;109150;109000;109110;1574
SPFB.RTS-12.18;1;27.11.2018;12:21:00;109130;109190;109070;109070;1021
SPFB.RTS-12.18;1;27.11.2018;12:22:00;109070;109100;109020;109050;446
SPFB.RTS-12.18;1;27.11.2018;12:23:00;109050;109060;108990;109000;433
SPFB.RTS-12.18;1;27.11.2018;12:24:00;109000;109060;108990;109040;262
SPFB.RTS-12.18;1;27.11.2018;12:25:00;109040;109120;109040;109070;455
SPFB.RTS-12.18;1;27.11.2018;12:26:00;109060;109130;109050;109110;344
SPFB.RTS-12.18;1;27.11.2018;12:27:00;109130;109160;109100;109130;512
SPFB.RTS-12.18;1;27.11.2018;12:28:00;109140;109190;109100;109140;611
SPFB.RTS-12.18;1;27.11.2018;12:29:00;109140;109290;109120;109230;3034
SPFB.RTS-12.18;1;27.11.2018;12:30:00;109220;109280;109160;109170;1175
SPFB.RTS-12.18;1;27.11.2018;12:31:00;109180;109230;109170;109220;376
SPFB.RTS-12.18;1;27.11.2018;12:32:00;109210;109250;109200;109250;710
SPFB.RTS-12.18;1;27.11.2018;12:33:00;109250;109450;109240;109430;2128
SPFB.RTS-12.18;1;27.11.2018;12:34:00;109430;109470;109400;109410;748
SPFB.RTS-12.18;1;27.11.2018;12:35:00;109410;109460;109410;109460;582
SPFB.RTS-12.18;1;27.11.2018;12:36:00;109460;109480;109400;109420;836
SPFB.RTS-12.18;1;27.11.2018;12:37:00;109420;109440;109390;109420;360
SPFB.RTS-12.18;1;27.11.2018;12:38:00;109420;109430;109370;109400;451
SPFB.RTS-12.18;1;27.11.2018;12:39:00;109400;109450;109380;109410;448
SPFB.RTS-12.18;1;27.11.2018;12:40:00;109410;109450;109370;109370;473
SPFB.RTS-12.18;1;27.11.2018;12:41:00;109380;109480;109360;109480;547
SPFB.RTS-12.18;1;27.11.2018;12:42:00;109480;109510;109430;109480;708
SPFB.RTS-12.18;1;27.11.2018;12:43:00;109480;109480;109380;109410;611
SPFB.RTS-12.18;1;27.11.2018;12:44:00;109410;109420;109360;109390;467
SPFB.RTS-12.18;1;27.11.2018;12:45:00;109380;109400;109360;109360;343
SPFB.RTS-12.18;1;27.11.2018;12:46:00;109370;109390;109300;109330;928
SPFB.RTS-12.18;1;27.11.2018;12:47:00;109330;109370;109310;109340;537
SPFB.RTS-12.18;1;27.11.2018;12:48:00;109330;109350;109280;109290;429
SPFB.RTS-12.18;1;27.11.2018;12:49:00;109290;109310;109210;109230;1143
SPFB.RTS-12.18;1;27.11.2018;12:50:00;109220;109330;109220;109310;772
SPFB.RTS-12.18;1;27.11.2018;12:51:00;109320;109340;109300;109320;218
SPFB.RTS-12.18;1;27.11.2018;12:52:00;109310;109440;109290;109410;1098
SPFB.RTS-12.18;1;27.11.2018;12:53:00;109410;109430;109280;109280;757
SPFB.RTS-12.18;1;27.11.2018;12:54:00;109280;109450;109280;109440;600
SPFB.RTS-12.18;1;27.11.2018;12:55:00;109430;109450;109290;109320;329
SPFB.RTS-12.18;1;27.11.2018;12:56:00;109330;109350;109240;109250;338
SPFB.RTS-12.18;1;27.11.2018;12:57:00;109240;109280;109240;109250;291
SPFB.RTS-12.18;1;27.11.2018;12:58:00;109250;109280;109210;109270;559
SPFB.RTS-12.18;1;27.11.2018;12:59:00;109280;109280;109180;109190;480
SPFB.RTS-12.18;1;27.11.2018;13:00:00;109180;109210;109120;109160;796
SPFB.RTS-12.18;1;27.11.2018;13:01:00;109170;109200;109150;109170;359
SPFB.RTS-12.18;1;27.11.2018;13:02:00;109160;109180;109120;109120;206
SPFB.RTS-12.18;1;27.11.2018;13:03:00;109120;109170;109120;109150;219
SPFB.RTS-12.18;1;27.11.2018;13:04:00;109160;109370;109150;109360;1366
SPFB.RTS-12.18;1;27.11.2018;13:05:00;109370;109460;109350;109370;1539
SPFB.RTS-12.18;1;27.11.2018;13:06:00;109370;109460;109370;109420;460
SPFB.RTS-12.18;1;27.11.2018;13:07:00;109420;109450;109400;109450;210
SPFB.RTS-12.18;1;27.11.2018;13:08:00;109460;109470;109420;109420;261
SPFB.RTS-12.18;1;27.11.2018;13:09:00;109440;109530;109420;109500;1344
SPFB.RTS-12.18;1;27.11.2018;13:10:00;109510;109620;109490;109600;1604
SPFB.RTS-12.18;1;27.11.2018;13:11:00;109600;109650;109580;109620;1237
SPFB.RTS-12.18;1;27.11.2018;13:12:00;109630;109690;109590;109660;1086
SPFB.RTS-12.18;1;27.11.2018;13:13:00;109670;109710;109610;109640;1154
SPFB.RTS-12.18;1;27.11.2018;13:14:00;109640;109680;109580;109580;611
SPFB.RTS-12.18;1;27.11.2018;13:15:00;109590;109620;109560;109620;558
SPFB.RTS-12.18;1;27.11.2018;13:16:00;109620;109650;109600;109610;325
SPFB.RTS-12.18;1;27.11.2018;13:17:00;109620;109730;109610;109660;729
SPFB.RTS-12.18;1;27.11.2018;13:18:00;109650;109680;109620;109650;341
SPFB.RTS-12.18;1;27.11.2018;13:19:00;109650;109680;109570;109580;434
SPFB.RTS-12.18;1;27.11.2018;13:20:00;109580;109630;109550;109620;917
