<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SPFB.RTS-12.18;1;29.10.2018;13:06:00;110990;111040;110970;111020;1527
SPFB.RTS-12.18;1;29.10.2018;13:07:00;111020;111100;111000;111070;1599
SPFB.RTS-12.18;1;29.10.2018;13:08:00;111070;111260;111070;111150;3808
SPFB.RTS-12.18;1;29.10.2018;13:09:00;111170;111240;111150;111220;1319
SPFB.RTS-12.18;1;29.10.2018;13:10:00;111220;111250;111160;111230;1174
SPFB.RTS-12.18;1;29.10.2018;13:11:00;111230;111270;111170;111230;1149
SPFB.RTS-12.18;1;29.10.2018;13:12:00;111220;111360;111200;111210;1980
SPFB.RTS-12.18;1;29.10.2018;13:13:00;111220;111240;111150;111160;1000
SPFB.RTS-12.18;1;29.10.2018;13:14:00;111160;111240;111150;111170;622
SPFB.RTS-12.18;1;29.10.2018;13:15:00;111170;111190;111140;111170;588
SPFB.RTS-12.18;1;29.10.2018;13:16:00;111160;111210;111130;111150;664
SPFB.RTS-12.18;1;29.10.2018;13:17:00;111160;111190;111120;111140;431
SPFB.RTS-12.18;1;29.10.2018;13:18:00;111150;111160;111090;111120;605
SPFB.RTS-12.18;1;29.10.2018;13:19:00;111130;111210;111120;111200;592
SPFB.RTS-12.18;1;29.10.2018;13:20:00;111200;111240;111160;111200;552
SPFB.RTS-12.18;1;29.10.2018;13:21:00;111190;111250;111180;111180;505
SPFB.RTS-12.18;1;29.10.2018;13:22:00;111180;111210;111160;111200;307
SPFB.RTS-12.18;1;29.10.2018;13:23:00;111210;111250;111160;111190;487
SPFB.RTS-12.18;1;29.10.2018;13:24:00;111200;111260;111190;111200;472
SPFB.RTS-12.18;1;29.10.2018;13:25:00;111210;111240;111190;111210;208
SPFB.RTS-12.18;1;29.10.2018;13:26:00;111220;111340;111210;111290;776
SPFB.RTS-12.18;1;29.10.2018;13:27:00;111290;111340;111240;111240;610
SPFB.RTS-12.18;1;29.10.2018;13:28:00;111250;111310;111210;111210;523
SPFB.RTS-12.18;1;29.10.2018;13:29:00;111210;111240;111200;111240;199
SPFB.RTS-12.18;1;29.10.2018;13:30:00;111240;111250;111200;111210;205
SPFB.RTS-12.18;1;29.10.2018;13:31:00;111230;111270;111120;111140;644
SPFB.RTS-12.18;1;29.10.2018;13:32:00;111150;111220;111130;111200;293
SPFB.RTS-12.18;1;29.10.2018;13:33:00;111210;111250;111200;111230;211
SPFB.RTS-12.18;1;29.10.2018;13:34:00;111240;111310;111220;111240;630
SPFB.RTS-12.18;1;29.10.2018;13:35:00;111250;111270;111230;111240;264
SPFB.RTS-12.18;1;29.10.2018;13:36:00;111230;111260;111190;111200;369
SPFB.RTS-12.18;1;29.10.2018;13:37:00;111200;111210;111140;111140;335
SPFB.RTS-12.18;1;29.10.2018;13:38:00;111150;111220;111150;111190;280
SPFB.RTS-12.18;1;29.10.2018;13:39:00;111190;111220;111140;111160;361
SPFB.RTS-12.18;1;29.10.2018;13:40:00;111180;111200;111170;111190;170
SPFB.RTS-12.18;1;29.10.2018;13:41:00;111190;111240;111190;111210;330
SPFB.RTS-12.18;1;29.10.2018;13:42:00;111210;111240;111200;111210;201
SPFB.RTS-12.18;1;29.10.2018;13:43:00;111210;111240;111190;111200;179
SPFB.RTS-12.18;1;29.10.2018;13:44:00;111200;111270;111200;111230;393
SPFB.RTS-12.18;1;29.10.2018;13:45:00;111220;111260;111210;111250;265
SPFB.RTS-12.18;1;29.10.2018;13:46:00;111260;111290;111210;111210;389
SPFB.RTS-12.18;1;29.10.2018;13:47:00;111200;111230;111190;111220;199
SPFB.RTS-12.18;1;29.10.2018;13:48:00;111240;111410;111180;111400;1402
SPFB.RTS-12.18;1;29.10.2018;13:49:00;111380;111400;111320;111340;601
SPFB.RTS-12.18;1;29.10.2018;13:50:00;111340;111360;111320;111340;333
SPFB.RTS-12.18;1;29.10.2018;13:51:00;111330;111360;111310;111330;226
SPFB.RTS-12.18;1;29.10.2018;13:52:00;111330;111330;111270;111270;246
SPFB.RTS-12.18;1;29.10.2018;13:53:00;111270;111320;111250;111280;412
SPFB.RTS-12.18;1;29.10.2018;13:54:00;111270;111300;111260;111270;190
SPFB.RTS-12.18;1;29.10.2018;13:55:00;111270;111280;111250;111270;145
SPFB.RTS-12.18;1;29.10.2018;13:56:00;111280;111330;111280;111300;369
SPFB.RTS-12.18;1;29.10.2018;13:57:00;111300;111300;111230;111240;377
SPFB.RTS-12.18;1;29.10.2018;13:58:00;111240;111250;111220;111220;182
SPFB.RTS-12.18;1;29.10.2018;13:59:00;111230;111250;111200;111230;267
SPFB.RTS-12.18;1;29.10.2018;14:00:00;111240;111290;111220;111250;322
SPFB.RTS-12.18;1;29.10.2018;14:06:00;111240;111310;111160;111190;1003
SPFB.RTS-12.18;1;29.10.2018;14:07:00;111190;111220;111140;111160;639
SPFB.RTS-12.18;1;29.10.2018;14:08:00;111170;111270;111170;111220;1109
SPFB.RTS-12.18;1;29.10.2018;14:09:00;111210;111300;111190;111290;1034
SPFB.RTS-12.18;1;29.10.2018;14:10:00;111290;111320;111270;111300;450
SPFB.RTS-12.18;1;29.10.2018;14:11:00;111310;111330;111270;111280;403
SPFB.RTS-12.18;1;29.10.2018;14:12:00;111270;111330;111270;111320;177
SPFB.RTS-12.18;1;29.10.2018;14:13:00;111320;111410;111310;111330;978
SPFB.RTS-12.18;1;29.10.2018;14:14:00;111330;111330;111280;111290;233
SPFB.RTS-12.18;1;29.10.2018;14:15:00;111290;111290;111240;111240;253
SPFB.RTS-12.18;1;29.10.2018;14:16:00;111240;111330;111240;111320;664
SPFB.RTS-12.18;1;29.10.2018;14:17:00;111310;111340;111270;111280;306
SPFB.RTS-12.18;1;29.10.2018;14:18:00;111300;111300;111250;111280;102
SPFB.RTS-12.18;1;29.10.2018;14:19:00;111280;111280;111260;111270;60
SPFB.RTS-12.18;1;29.10.2018;14:20:00;111270;111410;111270;111300;854
SPFB.RTS-12.18;1;29.10.2018;14:21:00;111310;111430;111300;111350;1486
SPFB.RTS-12.18;1;29.10.2018;14:22:00;111350;111400;111330;111330;311
SPFB.RTS-12.18;1;29.10.2018;14:23:00;111330;111360;111320;111330;126
SPFB.RTS-12.18;1;29.10.2018;14:24:00;111330;111350;111310;111340;176
SPFB.RTS-12.18;1;29.10.2018;14:25:00;111340;111380;111340;111340;336
SPFB.RTS-12.18;1;29.10.2018;14:26:00;111360;111470;111360;111410;1167
SPFB.RTS-12.18;1;29.10.2018;14:27:00;111410;111430;111360;111370;574
SPFB.RTS-12.18;1;29.10.2018;14:28:00;111360;111380;111340;111340;236
SPFB.RTS-12.18;1;29.10.2018;14:29:00;111340;111350;111300;111320;327
SPFB.RTS-12.18;1;29.10.2018;14:30:00;111320;111340;111300;111320;162
SPFB.RTS-12.18;1;29.10.2018;14:31:00;111320;111460;111320;111370;696
SPFB.RTS-12.18;1;29.10.2018;14:32:00;111380;111470;111370;111420;526
SPFB.RTS-12.18;1;29.10.2018;14:33:00;111420;111450;111390;111390;311
SPFB.RTS-12.18;1;29.10.2018;14:34:00;111390;111420;111380;111390;311
SPFB.RTS-12.18;1;29.10.2018;14:35:00;111420;111440;111400;111430;145
SPFB.RTS-12.18;1;29.10.2018;14:36:00;111430;111470;111350;111350;681
SPFB.RTS-12.18;1;29.10.2018;14:37:00;111360;111400;111340;111370;448
SPFB.RTS-12.18;1;29.10.2018;14:38:00;111370;111400;111360;111390;264
SPFB.RTS-12.18;1;29.10.2018;14:39:00;111390;111410;111370;111380;154
SPFB.RTS-12.18;1;29.10.2018;14:40:00;111380;111410;111370;111400;153
SPFB.RTS-12.18;1;29.10.2018;14:41:00;111410;111420;111380;111400;125
SPFB.RTS-12.18;1;29.10.2018;14:42:00;111400;111450;111400;111410;278
SPFB.RTS-12.18;1;29.10.2018;14:43:00;111430;111440;111390;111390;145
SPFB.RTS-12.18;1;29.10.2018;14:44:00;111390;111390;111310;111320;651
SPFB.RTS-12.18;1;29.10.2018;14:45:00;111320;111370;111280;111290;518
SPFB.RTS-12.18;1;29.10.2018;14:46:00;111310;111350;111290;111320;420
SPFB.RTS-12.18;1;29.10.2018;14:47:00;111310;111360;111310;111350;196
SPFB.RTS-12.18;1;29.10.2018;14:48:00;111340;111350;111320;111330;366
SPFB.RTS-12.18;1;29.10.2018;14:49:00;111320;111360;111310;111340;227
SPFB.RTS-12.18;1;29.10.2018;14:50:00;111350;111420;111330;111420;480
SPFB.RTS-12.18;1;29.10.2018;14:51:00;111420;111420;111370;111400;324
SPFB.RTS-12.18;1;29.10.2018;14:52:00;111410;111440;111380;111410;478
SPFB.RTS-12.18;1;29.10.2018;14:53:00;111420;111470;111400;111450;550
SPFB.RTS-12.18;1;29.10.2018;14:54:00;111440;111470;111380;111380;336
SPFB.RTS-12.18;1;29.10.2018;14:55:00;111380;111420;111380;111390;132
SPFB.RTS-12.18;1;29.10.2018;14:56:00;111400;111420;111290;111290;747
SPFB.RTS-12.18;1;29.10.2018;14:57:00;111310;111320;111270;111280;402
SPFB.RTS-12.18;1;29.10.2018;14:58:00;111280;111310;111250;111290;511
SPFB.RTS-12.18;1;29.10.2018;14:59:00;111290;111300;111250;111260;337
SPFB.RTS-12.18;1;29.10.2018;15:00:00;111270;111280;111170;111190;1292
SPFB.RTS-12.18;1;29.10.2018;15:01:00;111200;111310;111200;111280;799
SPFB.RTS-12.18;1;29.10.2018;15:02:00;111290;111350;111270;111320;464
SPFB.RTS-12.18;1;29.10.2018;15:03:00;111320;111340;111270;111270;364
SPFB.RTS-12.18;1;29.10.2018;15:04:00;111260;111290;111250;111260;335
SPFB.RTS-12.18;1;29.10.2018;15:05:00;111260;111300;111240;111300;377
SPFB.RTS-12.18;1;29.10.2018;15:06:00;111300;111310;111200;111220;497
SPFB.RTS-12.18;1;29.10.2018;15:07:00;111230;111310;111220;111290;736
SPFB.RTS-12.18;1;29.10.2018;15:08:00;111290;111300;111250;111260;452
SPFB.RTS-12.18;1;29.10.2018;15:09:00;111260;111270;111200;111230;481
SPFB.RTS-12.18;1;29.10.2018;15:10:00;111240;111270;111220;111220;323
SPFB.RTS-12.18;1;29.10.2018;15:11:00;111210;111340;111200;111300;1419
SPFB.RTS-12.18;1;29.10.2018;15:12:00;111310;111320;111260;111280;326
SPFB.RTS-12.18;1;29.10.2018;15:13:00;111280;111350;111260;111310;658
SPFB.RTS-12.18;1;29.10.2018;15:14:00;111310;111350;111280;111280;338
SPFB.RTS-12.18;1;29.10.2018;15:15:00;111280;111330;111270;111280;381
SPFB.RTS-12.18;1;29.10.2018;15:16:00;111270;111320;111260;111320;495
SPFB.RTS-12.18;1;29.10.2018;15:17:00;111320;111340;111280;111310;308
SPFB.RTS-12.18;1;29.10.2018;15:18:00;111310;111360;111310;111320;283
SPFB.RTS-12.18;1;29.10.2018;15:19:00;111310;111340;111290;111300;170
SPFB.RTS-12.18;1;29.10.2018;15:20:00;111300;111310;111230;111230;506
SPFB.RTS-12.18;1;29.10.2018;15:21:00;111230;111280;111180;111180;583
SPFB.RTS-12.18;1;29.10.2018;15:22:00;111170;111210;111110;111140;1391
SPFB.RTS-12.18;1;29.10.2018;15:23:00;111130;111160;111100;111160;673
SPFB.RTS-12.18;1;29.10.2018;15:24:00;111160;111210;111140;111160;467
SPFB.RTS-12.18;1;29.10.2018;15:25:00;111150;111160;111070;111090;789
SPFB.RTS-12.18;1;29.10.2018;15:26:00;111090;111120;111030;111060;1209
SPFB.RTS-12.18;1;29.10.2018;15:27:00;111060;111090;111040;111060;467
SPFB.RTS-12.18;1;29.10.2018;15:28:00;111070;111070;111030;111050;388
SPFB.RTS-12.18;1;29.10.2018;15:29:00;111050;111090;111040;111060;602
SPFB.RTS-12.18;1;29.10.2018;15:30:00;111070;111130;111070;111110;584
SPFB.RTS-12.18;1;29.10.2018;15:31:00;111110;111140;111100;111120;352
SPFB.RTS-12.18;1;29.10.2018;15:32:00;111120;111130;111050;111050;422
SPFB.RTS-12.18;1;29.10.2018;15:33:00;111050;111090;111030;111060;343
SPFB.RTS-12.18;1;29.10.2018;15:34:00;111050;111090;111040;111050;170
SPFB.RTS-12.18;1;29.10.2018;15:35:00;111050;111060;111000;111000;586
SPFB.RTS-12.18;1;29.10.2018;15:36:00;111000;111020;110970;111020;1109
SPFB.RTS-12.18;1;29.10.2018;15:37:00;111020;111020;110950;110980;773
SPFB.RTS-12.18;1;29.10.2018;15:38:00;110980;110980;110940;110950;697
SPFB.RTS-12.18;1;29.10.2018;15:39:00;110960;110970;110920;110940;499
SPFB.RTS-12.18;1;29.10.2018;15:40:00;110930;110980;110880;110980;887
SPFB.RTS-12.18;1;29.10.2018;15:41:00;110970;111080;110970;111070;856
SPFB.RTS-12.18;1;29.10.2018;15:42:00;111070;111130;111030;111030;895
SPFB.RTS-12.18;1;29.10.2018;15:43:00;111030;111080;111020;111060;327
SPFB.RTS-12.18;1;29.10.2018;15:44:00;111060;111060;110980;111050;644
SPFB.RTS-12.18;1;29.10.2018;15:45:00;111050;111050;110980;110980;221
SPFB.RTS-12.18;1;29.10.2018;15:46:00;110990;111010;110980;111010;197
SPFB.RTS-12.18;1;29.10.2018;15:47:00;110990;111090;110980;111060;471
SPFB.RTS-12.18;1;29.10.2018;15:48:00;111060;111080;111050;111060;348
SPFB.RTS-12.18;1;29.10.2018;15:49:00;111050;111070;111010;111010;258
SPFB.RTS-12.18;1;29.10.2018;15:50:00;111030;111080;111010;111030;288
SPFB.RTS-12.18;1;29.10.2018;15:51:00;111030;111050;111000;111010;388
SPFB.RTS-12.18;1;29.10.2018;15:52:00;111010;111020;110920;110920;771
SPFB.RTS-12.18;1;29.10.2018;15:53:00;110920;111010;110920;110970;272
SPFB.RTS-12.18;1;29.10.2018;15:54:00;110970;110990;110960;110960;131
SPFB.RTS-12.18;1;29.10.2018;15:55:00;110960;110980;110900;110940;586
SPFB.RTS-12.18;1;29.10.2018;15:56:00;110950;111020;110920;111000;786
SPFB.RTS-12.18;1;29.10.2018;15:57:00;111000;111000;110940;110980;516
SPFB.RTS-12.18;1;29.10.2018;15:58:00;111000;111000;110930;110970;382
SPFB.RTS-12.18;1;29.10.2018;15:59:00;110980;111040;110970;111010;254
SPFB.RTS-12.18;1;29.10.2018;16:00:00;111010;111100;111010;111070;520
SPFB.RTS-12.18;1;29.10.2018;16:01:00;111090;111090;110970;111000;577
SPFB.RTS-12.18;1;29.10.2018;16:02:00;111010;111040;110980;110980;194
SPFB.RTS-12.18;1;29.10.2018;16:03:00;110980;110990;110940;110960;285
SPFB.RTS-12.18;1;29.10.2018;16:04:00;110960;110990;110940;110940;342
SPFB.RTS-12.18;1;29.10.2018;16:05:00;110940;111010;110930;111010;436
SPFB.RTS-12.18;1;29.10.2018;16:06:00;111010;111010;110920;110970;334
SPFB.RTS-12.18;1;29.10.2018;16:07:00;110960;110990;110950;110980;251
SPFB.RTS-12.18;1;29.10.2018;16:08:00;110990;111030;110960;111030;233
SPFB.RTS-12.18;1;29.10.2018;16:09:00;111040;111040;110960;110960;335
SPFB.RTS-12.18;1;29.10.2018;16:10:00;110960;111050;110950;111030;200
SPFB.RTS-12.18;1;29.10.2018;16:11:00;111020;111030;110950;110950;186
SPFB.RTS-12.18;1;29.10.2018;16:12:00;110950;110990;110940;110940;214
SPFB.RTS-12.18;1;29.10.2018;16:13:00;110940;110990;110940;110990;344
SPFB.RTS-12.18;1;29.10.2018;16:14:00;110990;111020;110910;110920;661
SPFB.RTS-12.18;1;29.10.2018;16:15:00;110920;110970;110910;110970;475
SPFB.RTS-12.18;1;29.10.2018;16:16:00;110980;110980;110930;110940;347
SPFB.RTS-12.18;1;29.10.2018;16:17:00;110940;110980;110930;110960;371
SPFB.RTS-12.18;1;29.10.2018;16:18:00;110960;111000;110950;110990;188
SPFB.RTS-12.18;1;29.10.2018;16:19:00;110990;111030;110980;110990;555
SPFB.RTS-12.18;1;29.10.2018;16:20:00;110990;111020;110950;110990;515
SPFB.RTS-12.18;1;29.10.2018;16:21:00;110980;111030;110980;110990;289
SPFB.RTS-12.18;1;29.10.2018;16:22:00;110990;111020;110980;111000;194
SPFB.RTS-12.18;1;29.10.2018;16:23:00;110990;111110;110990;111050;912
SPFB.RTS-12.18;1;29.10.2018;16:24:00;111050;111060;110980;110990;302
SPFB.RTS-12.18;1;29.10.2018;16:25:00;110980;111020;110940;110950;1082
SPFB.RTS-12.18;1;29.10.2018;16:26:00;110950;110960;110900;110940;900
SPFB.RTS-12.18;1;29.10.2018;16:27:00;110940;110950;110840;110840;943
SPFB.RTS-12.18;1;29.10.2018;16:28:00;110840;110880;110830;110860;324
SPFB.RTS-12.18;1;29.10.2018;16:29:00;110860;110860;110810;110830;495
SPFB.RTS-12.18;1;29.10.2018;16:30:00;110840;110880;110830;110830;314
SPFB.RTS-12.18;1;29.10.2018;16:31:00;110830;110930;110820;110900;694
SPFB.RTS-12.18;1;29.10.2018;16:32:00;110900;110920;110780;110790;844
SPFB.RTS-12.18;1;29.10.2018;16:33:00;110790;110870;110780;110840;646
SPFB.RTS-12.18;1;29.10.2018;16:34:00;110840;110950;110830;110950;963
SPFB.RTS-12.18;1;29.10.2018;16:35:00;110950;111010;110840;110860;1096
SPFB.RTS-12.18;1;29.10.2018;16:36:00;110860;110890;110820;110840;407
SPFB.RTS-12.18;1;29.10.2018;16:37:00;110840;110890;110820;110850;532
SPFB.RTS-12.18;1;29.10.2018;16:38:00;110830;110880;110800;110820;616
SPFB.RTS-12.18;1;29.10.2018;16:39:00;110830;110910;110820;110880;470
SPFB.RTS-12.18;1;29.10.2018;16:40:00;110890;110910;110800;110800;644
SPFB.RTS-12.18;1;29.10.2018;16:41:00;110810;110810;110730;110770;1687
SPFB.RTS-12.18;1;29.10.2018;16:42:00;110760;110780;110730;110730;468
SPFB.RTS-12.18;1;29.10.2018;16:43:00;110730;110740;110670;110710;1894
SPFB.RTS-12.18;1;29.10.2018;16:44:00;110690;110710;110650;110670;965
SPFB.RTS-12.18;1;29.10.2018;16:45:00;110670;110750;110670;110700;803
SPFB.RTS-12.18;1;29.10.2018;16:46:00;110690;110710;110640;110650;961
SPFB.RTS-12.18;1;29.10.2018;16:47:00;110670;110750;110650;110710;452
SPFB.RTS-12.18;1;29.10.2018;16:48:00;110710;110780;110710;110770;609
SPFB.RTS-12.18;1;29.10.2018;16:49:00;110770;110870;110770;110850;942
SPFB.RTS-12.18;1;29.10.2018;16:50:00;110850;110890;110760;110790;588
SPFB.RTS-12.18;1;29.10.2018;16:51:00;110790;110830;110730;110740;652
SPFB.RTS-12.18;1;29.10.2018;16:52:00;110740;110750;110680;110700;876
SPFB.RTS-12.18;1;29.10.2018;16:53:00;110700;110740;110670;110680;532
SPFB.RTS-12.18;1;29.10.2018;16:54:00;110670;110780;110660;110770;1020
SPFB.RTS-12.18;1;29.10.2018;16:55:00;110760;110790;110750;110790;344
SPFB.RTS-12.18;1;29.10.2018;16:56:00;110800;110810;110720;110770;608
SPFB.RTS-12.18;1;29.10.2018;16:57:00;110770;110810;110730;110780;515
SPFB.RTS-12.18;1;29.10.2018;16:58:00;110770;110800;110750;110780;338
SPFB.RTS-12.18;1;29.10.2018;16:59:00;110780;110810;110720;110730;977
SPFB.RTS-12.18;1;29.10.2018;17:00:00;110720;110720;110670;110680;710
SPFB.RTS-12.18;1;29.10.2018;17:01:00;110680;110810;110670;110750;965
SPFB.RTS-12.18;1;29.10.2018;17:02:00;110750;110830;110730;110820;1131
SPFB.RTS-12.18;1;29.10.2018;17:03:00;110830;110860;110780;110840;542
SPFB.RTS-12.18;1;29.10.2018;17:04:00;110840;110880;110810;110860;650
SPFB.RTS-12.18;1;29.10.2018;17:05:00;110860;110910;110850;110880;685
SPFB.RTS-12.18;1;29.10.2018;17:06:00;110860;110930;110850;110900;837
SPFB.RTS-12.18;1;29.10.2018;17:07:00;110900;110910;110840;110870;325
SPFB.RTS-12.18;1;29.10.2018;17:08:00;110880;110920;110860;110870;310
SPFB.RTS-12.18;1;29.10.2018;17:09:00;110880;110900;110820;110820;693
SPFB.RTS-12.18;1;29.10.2018;17:10:00;110830;110900;110810;110900;389
SPFB.RTS-12.18;1;29.10.2018;17:11:00;110900;110900;110870;110890;379
SPFB.RTS-12.18;1;29.10.2018;17:12:00;110900;110950;110890;110920;691
SPFB.RTS-12.18;1;29.10.2018;17:13:00;110930;110950;110850;110890;470
SPFB.RTS-12.18;1;29.10.2018;17:14:00;110880;110900;110820;110820;315
SPFB.RTS-12.18;1;29.10.2018;17:15:00;110820;110840;110760;110780;710
SPFB.RTS-12.18;1;29.10.2018;17:16:00;110780;110850;110770;110790;528
SPFB.RTS-12.18;1;29.10.2018;17:17:00;110790;110830;110770;110830;521
SPFB.RTS-12.18;1;29.10.2018;17:18:00;110820;110850;110800;110840;160
SPFB.RTS-12.18;1;29.10.2018;17:19:00;110840;110890;110820;110850;346
SPFB.RTS-12.18;1;29.10.2018;17:20:00;110840;110840;110810;110820;237
SPFB.RTS-12.18;1;29.10.2018;17:21:00;110830;110840;110790;110820;337
SPFB.RTS-12.18;1;29.10.2018;17:22:00;110830;110880;110830;110860;328
SPFB.RTS-12.18;1;29.10.2018;17:23:00;110850;110870;110830;110840;238
SPFB.RTS-12.18;1;29.10.2018;17:24:00;110840;110890;110840;110860;302
SPFB.RTS-12.18;1;29.10.2018;17:25:00;110850;110940;110840;110920;666
SPFB.RTS-12.18;1;29.10.2018;17:26:00;110920;110970;110910;110910;1047
SPFB.RTS-12.18;1;29.10.2018;17:27:00;110910;111090;110890;111050;2678
SPFB.RTS-12.18;1;29.10.2018;17:28:00;111040;111060;110960;110960;770
SPFB.RTS-12.18;1;29.10.2018;17:29:00;110970;111050;110950;111020;749
SPFB.RTS-12.18;1;29.10.2018;17:30:00;111020;111030;110920;110950;624
SPFB.RTS-12.18;1;29.10.2018;17:31:00;110950;110970;110930;110950;388
SPFB.RTS-12.18;1;29.10.2018;17:32:00;110960;110980;110940;110980;179
SPFB.RTS-12.18;1;29.10.2018;17:33:00;110970;111010;110900;111010;630
SPFB.RTS-12.18;1;29.10.2018;17:34:00;111010;111040;110970;111000;548
SPFB.RTS-12.18;1;29.10.2018;17:35:00;111010;111080;110980;110980;603
SPFB.RTS-12.18;1;29.10.2018;17:36:00;110980;110990;110820;110820;949
SPFB.RTS-12.18;1;29.10.2018;17:37:00;110820;110900;110800;110900;622
SPFB.RTS-12.18;1;29.10.2018;17:38:00;110890;110910;110790;110790;431
SPFB.RTS-12.18;1;29.10.2018;17:39:00;110790;110790;110710;110730;1172
SPFB.RTS-12.18;1;29.10.2018;17:40:00;110730;110780;110710;110760;408
SPFB.RTS-12.18;1;29.10.2018;17:41:00;110730;110820;110730;110790;710
SPFB.RTS-12.18;1;29.10.2018;17:42:00;110780;110810;110760;110780;285
SPFB.RTS-12.18;1;29.10.2018;17:43:00;110770;110800;110750;110790;397
SPFB.RTS-12.18;1;29.10.2018;17:44:00;110800;110810;110760;110800;256
SPFB.RTS-12.18;1;29.10.2018;17:45:00;110790;110810;110770;110770;190
SPFB.RTS-12.18;1;29.10.2018;17:46:00;110780;110800;110740;110770;900
SPFB.RTS-12.18;1;29.10.2018;17:47:00;110780;110810;110720;110790;674
SPFB.RTS-12.18;1;29.10.2018;17:48:00;110790;110790;110720;110720;294
SPFB.RTS-12.18;1;29.10.2018;17:49:00;110710;110740;110570;110600;2615
SPFB.RTS-12.18;1;29.10.2018;17:50:00;110600;110660;110600;110650;357
SPFB.RTS-12.18;1;29.10.2018;17:51:00;110650;110700;110640;110680;374
SPFB.RTS-12.18;1;29.10.2018;17:52:00;110690;110740;110670;110740;710
SPFB.RTS-12.18;1;29.10.2018;17:53:00;110730;110790;110730;110780;542
SPFB.RTS-12.18;1;29.10.2018;17:54:00;110770;110820;110770;110790;727
SPFB.RTS-12.18;1;29.10.2018;17:55:00;110790;110800;110750;110790;544
SPFB.RTS-12.18;1;29.10.2018;17:56:00;110800;110810;110730;110760;787
SPFB.RTS-12.18;1;29.10.2018;17:57:00;110760;110820;110760;110810;297
SPFB.RTS-12.18;1;29.10.2018;17:58:00;110790;110860;110790;110840;602
SPFB.RTS-12.18;1;29.10.2018;17:59:00;110850;110910;110850;110890;610
SPFB.RTS-12.18;1;29.10.2018;18:00:00;110880;110910;110810;110840;676
SPFB.RTS-12.18;1;29.10.2018;18:01:00;110850;110950;110840;110900;918
SPFB.RTS-12.18;1;29.10.2018;18:02:00;110900;110950;110870;110950;402
SPFB.RTS-12.18;1;29.10.2018;18:03:00;110950;110950;110840;110850;442
SPFB.RTS-12.18;1;29.10.2018;18:04:00;110850;110920;110850;110900;606
SPFB.RTS-12.18;1;29.10.2018;18:05:00;110900;110940;110900;110910;238
SPFB.RTS-12.18;1;29.10.2018;18:06:00;110910;110990;110900;110970;600
SPFB.RTS-12.18;1;29.10.2018;18:07:00;110980;111040;110960;110990;642
SPFB.RTS-12.18;1;29.10.2018;18:08:00;111000;111070;110970;111050;582
SPFB.RTS-12.18;1;29.10.2018;18:09:00;111040;111040;110970;111010;448
SPFB.RTS-12.18;1;29.10.2018;18:10:00;111030;111040;110990;111000;272
SPFB.RTS-12.18;1;29.10.2018;18:11:00;111000;111010;110950;110970;460
SPFB.RTS-12.18;1;29.10.2018;18:12:00;110960;111000;110950;111000;272
SPFB.RTS-12.18;1;29.10.2018;18:13:00;110990;111000;110890;110890;709
SPFB.RTS-12.18;1;29.10.2018;18:14:00;110900;110910;110820;110840;736
SPFB.RTS-12.18;1;29.10.2018;18:15:00;110830;110890;110770;110800;1452
SPFB.RTS-12.18;1;29.10.2018;18:16:00;110800;110840;110750;110750;425
SPFB.RTS-12.18;1;29.10.2018;18:17:00;110760;110780;110700;110760;752
SPFB.RTS-12.18;1;29.10.2018;18:18:00;110760;110760;110680;110700;591
SPFB.RTS-12.18;1;29.10.2018;18:19:00;110720;110770;110700;110700;434
SPFB.RTS-12.18;1;29.10.2018;18:20:00;110700;110770;110700;110770;310
SPFB.RTS-12.18;1;29.10.2018;18:21:00;110760;110760;110670;110690;744
SPFB.RTS-12.18;1;29.10.2018;18:22:00;110690;110730;110640;110660;1127
SPFB.RTS-12.18;1;29.10.2018;18:23:00;110660;110700;110640;110680;633
SPFB.RTS-12.18;1;29.10.2018;18:24:00;110680;110690;110640;110660;244
SPFB.RTS-12.18;1;29.10.2018;18:25:00;110660;110700;110650;110680;465
SPFB.RTS-12.18;1;29.10.2018;18:26:00;110680;110730;110650;110730;747
SPFB.RTS-12.18;1;29.10.2018;18:27:00;110710;110760;110690;110740;781
SPFB.RTS-12.18;1;29.10.2018;18:28:00;110750;110820;110730;110820;375
SPFB.RTS-12.18;1;29.10.2018;18:29:00;110810;110820;110780;110780;253
SPFB.RTS-12.18;1;29.10.2018;18:30:00;110770;110860;110760;110840;454
SPFB.RTS-12.18;1;29.10.2018;18:31:00;110840;110850;110720;110760;690
SPFB.RTS-12.18;1;29.10.2018;18:32:00;110770;110790;110740;110770;302
SPFB.RTS-12.18;1;29.10.2018;18:33:00;110760;110840;110760;110810;391
